accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details	country_code	continent	sub-region	region	int-region	location	host_type
KU955593	10272	0	10272	Asian	2010	Cambodia	Homo sapiens	genomic RNA		27174284	Zika virus			KHM	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KU955592	10272	0	10272	African	06-Dec-1984	Senegal	Aedes taylori	genomic RNA		27174284	Zika virus			SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
KU955591	10272	0	10272	African	20-Nov-1984	Senegal	Aedes africanus	genomic RNA		27174284	Zika virus			SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
KU681082	10272	0	10272	Asian	09-May-2012	Philippines	Homo sapiens	genomic RNA		27174274	Zika virus			PHL	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KU681081	10272	0	10272	Asian	19-Jul-2014	Thailand	Homo sapiens	genomic RNA		27174274	Zika virus			THA	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KX262887	10272	0	10272	Asian	06-Jan-2016	Honduras	Homo sapiens	genomic RNA			Zika virus			HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX253996	10272	0	10272	Asian	16-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KX247646	10272	0	10272	Asian	09-Feb-2016	Colombia	Homo sapiens	viral cRNA			Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX185891	10272	0	10272	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus	Shenzhen		CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU937936	10272	0	10272	Asian	11-Feb-2016	Suriname	Homo sapiens	genomic RNA			Zika virus			SUR	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU744693	10272	0	10272	Asian	06-Feb-2016	China	Homo sapiens	genomic RNA		27103718	Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KX117076	10272	0	10272	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU509998	10272	0	10272	Asian	12-Dec-2014	Haiti	Homo sapiens	genomic RNA	Haiti/1225/2014	27111294	Zika virus			HTI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KX056898	10272	0	10272	Asian	25-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU955590	10272	0	10272	Asian	26-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU955589	10272	0	10272	Asian	16-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU963796	10272	0	10272	Asian	2016	China	Homo sapiens	genomic RNA			Zika virus	Shenzhen		CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU321639	10272	0	10272	Asian	Mar-2015	Brazil	Homo sapiens	genomic RNA	ZikaSPH2015	26941134	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU991811	10272	0	10272	Asian	06-Mar-2016	Italy	Homo sapiens	genomic RNA			Zika virus	Rome		ITA	Europe	Southern Europe	Europe	Southern Europe	Europe	human
KU870645	10272	0	10272	Asian	02-Feb-2016	USA	Homo sapiens	genomic RNA			Zika virus			USA	Americas	Northern America	Americas	Northern America	Northern America	human
KU922960	10272	0	10272	Asian	25-Feb-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	female, 22 years old	MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KU922923	10272	0	10272	Asian	25-Feb-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KU820898	10272	0	10272	Asian	14-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU740184	10272	0	10272	Asian	Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU820899	10272	0	10272	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU853013	10272	0	10272	Asian	01-Feb-2016	Italy	Homo sapiens	genomic RNA		26987769	Zika virus	Padua		ITA	Europe	Southern Europe	Europe	Southern Europe	Europe	human
KU853012	10272	0	10272	Asian	01-Feb-2016	Italy	Homo sapiens	genomic RNA		26987769	Zika virus	Padua		ITA	Europe	Southern Europe	Europe	Southern Europe	Europe	human
KU729217	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA			Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU761564	10272	0	10272	Asian	12-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU720415	10272	1	10260	African	1947	Uganda		genomic RNA	MR 766		Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	
KU497555	10272	0	10272	Asian	30-Nov-2015	Brazil	Homo sapiens	genomic RNA		26897108	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU501217	10272	0	10272	Asian	01-Nov-2015	Guatemala	Homo sapiens	genomic RNA	8375	27088323	Zika virus			GTM	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KU501216	10272	0	10272	Asian	01-Dec-2015	Guatemala	Homo sapiens	genomic RNA	103344	27088323	Zika virus			GTM	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KU501215	10272	0	10272	Asian	01-Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	PRVABC59	27088323	Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KU365780	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH815744		Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU365779	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH819966		Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU365778	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH819015		Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU365777	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA	BeH818995		Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU312312	10272	0	10272	Asian	02-Oct-2015	Suriname	Homo sapiens	genomic RNA		26775124	Zika virus			SUR	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KF268950	10269	0	10269	African		Central African Republic	Aedes africanus	genomic RNA		25514122	Zika virus			CAF	Africa	Sub-Saharan Africa	Africa	Middle Africa	Africa	mosquito
KF268949	10254	0	10254	African		Central African Republic	Aedes opok	genomic RNA		25514122	Zika virus			CAF	Africa	Sub-Saharan Africa	Africa	Middle Africa	Africa	mosquito
KF268948	10269	0	10269	African	1976	Central African Republic	Aedes africanus	genomic RNA		25514122	Zika virus			CAF	Africa	Sub-Saharan Africa	Africa	Middle Africa	Africa	mosquito
KF993678	10141	115	10256	Asian	19-Feb-2013	Canada	Homo sapiens	genomic RNA	PLCal_ZV	25294619	Zika virus			CAN	Americas	Northern America	Americas	Northern America	Northern America	human
LC002520	10272	1	10260	African		Uganda		genomic RNA	MR766-NIID		Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	
KF383121	9981	0	9981	African				genomic RNA	ArD158095	24421913	Zika virus									
KF383119	10272	0	10272	African				genomic RNA	ArD158084	24421913	Zika virus									
KF383118	10272	0	10272	African				genomic RNA	ArD157995	24421913	Zika virus									
KF383117	10272	0	10272	African				genomic RNA	ArD128000	24421913	Zika virus									
KF383116	10272	0	10272	African				genomic RNA	ArD7117	24421913	Zika virus									
KF383115	10272	0	10272	African				genomic RNA	ArB1362	24421913	Zika virus									
JN860885	10269	0	10269	Asian	2010	Cambodia	Homo sapiens	genomic RNA		22389730	Zika virus			KHM	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
HQ234501	10269	0	10269	African	1984	Senegal	Aedes africanus	genomic RNA		22389730	Zika virus			SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
HQ234500	10251	0	10251	African	1968	Nigeria	Homo sapiens	genomic RNA		22389730	Zika virus			NGA	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	human
HQ234499	10269	0	10269	Asian	1966	Malaysia	Aedes aegypti	genomic RNA		22389730	Zika virus			MYS	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
HQ234498	10269	1	10257	African	1947	Uganda	sentinel rhesus	genomic RNA		22389730	Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	monkey
AY632535	10260	0	10260	African		Uganda	sentinel monkey	genomic RNA	MR 766	16223950,17195954	Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	monkey
DQ859059	10254	0	10272	African		Uganda		genomic RNA	MR 766	19741066	Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	
EU545988	10272	0	10272	Asian	Jun-2007	Micronesia	Homo sapiens	genomic RNA		18680646	Zika virus			FSM	Oceania	Micronesia	Oceania	Micronesia	Oceania	human
